text,vulgar,hate,religious,threat,troll,Insult
তুর মতো নাস্তিকরা সত্য আর মিথ্যার পার্থক্য কি বুঝবি?,0,0,1,0,0,0
"কসাই সেলিমের হুমকি, এবার আন্দোলন করলে হাত-পা কাটা হবে ",0,0,0,1,0,0
আনন্দ খালেদের সাথে অপূর্বের বেশ জমে,0,0,0,0,0,0
যারা ফলো করে তারা টয়লেট পরিষ্কার করে ।,0,0,0,0,1,0
আমার দেখা সবচেয়ে সুন্দর নাটক৫৩ মিনিটে পুরো জীবন টা বুঝিয়ে দিয়েছে,0,0,0,0,0,0
খুবই সুন্দর একটা নাটক ছিল,0,0,0,0,0,0
"তিন খানকি একসাথে
",1,0,0,0,0,1
আমার দেখা লাইফের সেরা নাটক এইটা অপূর্ব ভাই এর নাটক হিট না হয়ে যাবে কই,0,0,0,0,0,0
টয়লেট বানিয়ে আগে নিজেদের সমস্যা সমাধান করুক ভারত।,0,1,0,0,0,0
নাটকের শেষ টা অসাধারণ ছিলো,0,0,0,0,0,0
আমার মনে আছে সে ক্ষতিপূরণের টাকা হাতে পেয়ে আমাদেরকে ট্রিট দিয়েছিল,0,0,0,0,0,0
স্বাধীনতার ঘোশনা কে দিয়েছিলো তোর বাপ তাহলে তুইতো তোর বাপের স্তান না রে সালা,0,1,0,0,0,1
"অনেকে দেখে ফেলছি আপনাদের ‌‍‌‌‌খেলা , এবার জানালা বন্ধ করেন",0,0,0,0,1,0
খানকির ছেলেকে লাথি মেরে বের করে দাও।,1,0,0,1,0,0
লুডু খেলার সাথি খুজে পেলে ভাবতাম আসলেই মানুষ পর উপকারি,0,0,0,0,1,0
লাদাখের কাছে ফের ভারতীয় এলাকা দখল করল চীন,0,1,0,0,0,0
রানু মন্ডল বেইমান রানু মন্ডল বেইমান চিটিংবাজ বের করে দিক স্টুডিও থেকে,0,0,0,0,0,1
"আপনি তো ফাসিক, নাস্তিক হয়ে গেলেন।ইসলামের ১টি স্তম্ভ আপনি তো অস্বীকার করেছেন। আবার প্রশ্ন কর্তাকে হেয় করে বলেছেন এটা কোন প্রশ্ন হলো। আপনি কালেমা পড়ে মুসলমান হোন। আপনি তওবা করে মসজিদের কোন হুজুরের কাছে কালেমা পড়ে মুসলিম হোন।",0,0,1,1,0,0
"বান্দিরপুৎ...
কি ইংলিশ দিলিরে বাইনচোদ.",1,0,0,0,0,1
খুব সুন্দর নাটক দেখে চখে পানি এসেগেল,0,0,0,0,0,0
তুই কাংলাদেশি জারজ।যেটা এ ভারতের মালে পয়দা হয়েছিলো।,0,1,0,0,0,0
সত্যিকার প্রথম ভালবাসা কোনদিন ভুলার না,0,0,0,0,0,0
প্রতিটা মালাউন একেকটা বড় মাপের গুমুত্রখোর,0,0,1,0,0,0
পরিচালকে অনেক অবিন্দন ও ধ্যনবাদ নাটকের মাঝে নামাজের ভূমিকা রাখারজন আফরান নিশো ও তানজিন তিশারএরুকোম আরো সুন্দর নাটক চাই,0,0,0,0,0,0
ছিনালে ছিনাল চিনে,0,0,0,0,1,0
"রাজাকার চাই - রাজাকারদের ফাসি চাই,,, আমার কুকুরের মতোন নিকৃষ্ট লাশ",0,0,0,1,0,0
হাসতে হাসতে কাঁদালেন অসাধারন গল্প আর নিখুঁত অভিনয়ের মাধ্যমে এটা সম্ভব ২য় পার্ট এর জন্য অপেক্ষায় রইলাম,0,0,0,0,0,0
আহ অনেক দিন পর এত সুন্দর একটা নাটক দেখলাম মন্টা ভরে গেল,0,0,0,0,0,0
আমরা হিরো আলম কে চিনি বাট জায়েদ খানকে আজকেই দেখলাম।এগিয়ে যান বস। শুভ কামনা,0,0,0,0,0,0
অর্থ আছে যার ভালবাসা তারশূন্য পকেটে কখনো ভালবাসা পাওয়া যায় নাঅর্থের কাছে হেরে গেছে লক্ষলক্ষ ভালবাসা💔তবুও ভাল থাকুক ভালবাসা,0,0,0,0,0,0
সালামির টাকা না দেওয়ায় ইয়াছিনের বিচি কেটে বিক্রি করে দিলো প্রেমিকা মীম,1,0,0,0,1,0
আরফান নিশু ভাই ধন্যবাদ ভাই জান এতো সুন্দর ময় নাটক করেছেন ভালেবাসা অবিরাম শুভ কামনা রইলো আপনার প্রতি,0,0,0,0,0,0
খুবই অসাধারণ নাটকপরবর্তী পার্ট চাই,0,0,0,0,0,0
"তুমি ত তোমার আব্বার নুনু দেখোনাই তাইলে কেম্নে বুঝলা তোমার আব্বা তোমার আম্মারে চুদিয়া তোমারে জন্ম দিসে??,।তুমি হইলা একজন সমাজের দুষমন তোমারে জুতানো উচিত মাগি তুমিত কাফের তোমার আম্মারে আমি চুদে তোমাকে জন্ম দিসি এখন আমার কথায় বিশ্বাস করো আর আমাকে আব্বা ডাকো কেনোনা তুমিত দেখোইনাই আমি তোমার আম্মুরে কতো স্টাইলে চুদেছি",1,0,0,1,0,1
ভাল লাগছেমেহজাবিন আপু কে আমি অনেক লাইক করি তাই উনার সব নাটক এ আমার কাছে ভাল লাগেমেহজাবিন আপু ক একটু বলতে চাই আপু তুমি একটু মোটা হয়ে গেছো প্লিজ আপু আর মোটা হইয়ো নাতোমাকে চিকনেই অনকে ভাল লাগে,0,0,0,0,0,0
"এবার পিতা খুশি হয়ে প্ল্যান কে মোতাবেক বললেন, ‘৪ টা লাঠি এক করে ভাঙ্গো তো দেখি?’",0,0,0,0,0,0
গুন্ডা পান্ডা পাগল ছাগল দিয়ে দেশটা বরবাদ করে দিচে শালারা,0,1,0,0,0,0
নিশো ভাইয়ার নাটক মানে অসাধারণ কোন ন্যাকামি নেই কোন ঢং নেই এক কথায় অসাধারণ আর যারা অনলাইন দিছে তারা মনে হয় জীবনে নাটকের না ও বুঝেননা,0,0,0,0,0,0
কাহিনী টা কি বুঝতেই তো পারলাম নাবাট অবশেষে বুঝতেই সংক্ষম,0,0,0,0,0,0
নামাজ এর ম্যাসেজটা মনোমুগ্ধকর ছিলো ভাই,0,0,0,0,0,0
"যার দাড়ি থাকবে, নর্থ সাউথ টাইপ কোনও প্রাইভেটেও পড়বে, আবার সে বড়লোকের ছেলেও হবে না",0,0,0,0,0,0
বাট আদতে চোর এ বাংলা,0,0,0,0,0,0
"বন্ধুর বউ খুশিতে কাঁদতে কাঁদতে সকাল ৮ টায় আমাকে ফোন করে বলল, আরিফ ভাই আপনি অবশ্যই এই চৌকস কর্মকর্তাকে নিয়ে লেখবেন... দেশে এতো ভালো মানুষ আছে, ভাবা যায়?",0,0,0,0,0,0
"গরুর গু খেয়ে এদের মাথায় গোবরে ভরে গেছে, তদের মতো ফালতু ধর্ম আর কোনো ধর্ম নাই",0,0,1,0,0,0
নাস্তিক সাফা কবির এর এই দেশে কোনও জায়গা নেই। ওরে জুতা মারা দরকার। ফাজিল কোথাকার।,0,0,1,1,0,1
এক কথাই অাসাধারণ অপূর্ব মিথিলা মেহেজাবিন সবাই অনেক ভালো অভিনয় করেছে অার অারিয়ান ভাই কে অশেষ ধন্যবাদ অামাদের এধরণের সুনদর সুনদর নাটক উপহার দেয়ার জন্য,0,0,0,0,0,0
বাংলাদেশ কে ভালোবাসবেন প্রতিবার দেশপ্রেম বাড়বে যখনই নাটক দেখবেনসবাই ভালো থাকুন,0,0,0,0,0,0
"এমনকি রেকার দিয়ে আমার গাড়ি উঠায়ে হাইকোর্ট নিয়ে যেতে চাইলে নেন, তাও আমি গাড়ি থেকে বের হবো না... দরজা জানালা লক করে বসে থাকবো",0,0,0,0,0,0
"আমার চ্যানেলটি ঘুরে আসুন, মজা সেক্স ভিডিও ",1,0,0,0,0,0
ওমাগি আজ রাতে আমার কাছে আসি তোরে চুদ মোও?,1,0,0,0,0,1
অনেক ভাল লাগছে কিন্তু কিছু সময় নাসির সুবার কথাও মনে হইছিলো,0,0,0,0,0,0
দেখতে দেখতে শেষে চোখের কোনোয় পানি চলে এলো বাস্তবতা এমনই হয় মানুষ টাকার পিছনে ছুটতে ছুটতে একসময় তার আপনজনদেরকেই ভুলে যায় খুবই অসাধারন নাটক স্যালুট আপনাদের সবাইকে যারা এতো সুন্দর সুন্দর নাটক আমাদেরকে উপহার দিচ্ছেন,0,0,0,0,0,0
তোকে আমি ধইরা ধইরা রাখবো না পাবলিক তোরে নিয়া সুদাচ্ছে,1,0,0,0,0,0
এক কথাই অসাধারনঅভিরাম ভালবাসা নিশো ভাই ও তিশা আপু,0,0,0,0,0,0
"সালা পাগল, ভয়েজ কই, সালা তুই ই শিক্ষক ",0,0,0,0,0,1
রিয়েলি মন ছুয়ে যাবার মত একটি নাটকযান্ত্রিক এই জীবনে এমন ভালবাসা এখন খুব রেয়ারতবে ছেলের স্কুল বয়সের যায়গায় কলেজ লাইফ বসিয়ে দেওয়া টা ফল্ট ছিলো একটুএটা বাদ দিলে ১০০=১০০তবে একথা টা সত্যি যে ছেলেদের চাইতে মেয়েরা বাবা মা কে টেক কেয়ার খবরা –খবর মরার আগ পর্যন্ত করতে থাকেএই কথা টা একটা ছেলে হিসেবে বলতে লজ্জা নেয়কারণ ইটস রিয়েলিটি,0,0,0,0,0,0
মাহি তুই খানকির পোলা তোর বাপ মাগির পোলা শালা দালাল,0,0,0,0,0,0
এই দুধভাত টারে বাদ দেয়না ক্যান । ? ওর কোচিং এ্যাভিলটি কোনো ক্লাসের মধ্যেই পড়েনা ।,0,0,0,0,1,0
ফ্রেন্ড হিসাবে খুবই ভালো হেল্পফুলকিন্তু জামাই হিসেবে পুরাই মদন,0,0,0,0,0,0
ট্রেলার দেখে অপেক্ষায় ছিলাম অপেক্ষা সাথর্ক হলোঅনেক ভালো লাগছে,0,0,0,0,0,0
উঁহ,0,0,0,0,0,0
ওর বোদায় বালু ডালো আর সাবোল মারো,1,0,0,0,0,0
গণপরিবহন বন্ধ কিন্তু অফিস খুলা এর অর্থ কী ? এর অর্থ বিয়ে করবেন কিন্তু বউ পাবেন না ।,0,0,0,0,1,0
ভালবাসা হলো শুধু মায়ের জন্যযিনি আমাকে গর্ভে ধারণ করেছন,0,0,0,0,0,0
পরীর বেবির দায়িত্ব আমি কাঁদে তুলে নিতে চাই এই শীতেএক,0,0,0,0,1,0
আমি বুঝিনা এই ধরনের নাটক না দেখে মানুষ কেন যে ভারতীয় সিরিয়াল দেখে অসাধারন নাটক,0,0,0,0,0,0
এমন ভিডিও কোন মুসলিমজাতি করে না করলে মালাউন রাই  কওরে,0,0,1,0,0,0
আমার খুব ভালো লেগেছে আপনারাও দেখুন ভালো লাগবে,0,0,0,0,0,0
জুতা পাইরা দে এদের মত ফালতু দের,0,0,0,1,0,1
মুসলমানদের কুকুর বললো ছাত্র ইউনিয়ন সভাপতি,0,0,1,0,0,0
খুব ভালো লাগলোতবে কিছুটা আমার সাথে মিলে যাবে মনে হয়,0,0,0,0,0,0
"সচেতন থাকুন, সেচতন রাখুন।",0,0,0,0,0,0
অসাধারণমানে ভাষায় প্রকাশ করতে পারব না,0,0,0,0,0,0
ঠিক বলেছ হিরো আলম এগিয়ে চলো,0,0,0,0,0,0
রিসোর্ট টার নাম জানতে চাইখুব ভালো লাগছেদয়া করে জানাবেন,0,0,0,0,0,0
আমি মনোবিজ্ঞানী টাইপ একটা মুচকি হাসি দিলাম,0,0,0,0,0,0
আমি আর কি কমু তর শালি আল্লাহর কাছে বিচার দিলাম!! তুই নাস্তিক তরে তো ফাসি দেওয়া উচিত তাও প্রকাশ্যে নাস্তিকতা করস ভালো কথা!! সবার সামনে এভাবে না বললেই পারতি!,0,0,1,1,0,0
তুই যে একটা আস্তা বেয়াদব,0,0,0,0,0,1
একটি ব্যতিক্রম নাটক দেখলাম খুব ভাল হয়েছে,0,0,0,0,0,0
তর মায়ের ভোদা ছিল্লা লবণ লাগায় দিমু,1,0,0,1,0,0
আমাদের দেশের মত ‘ব্লাড-ম্যান’ অন্য কোনও দেশে আছে নাকি আমার জানা নেই,0,0,0,0,0,0
শ্রী কৃষ্ণ মানুষের গর্বে জন্মেছে ۔একজন জন্ম নেয়া মানুষ কোনোদিন সৃষ্টি কর্তা হতে পারে না,0,0,1,0,0,0
তোর বাড়িতে অপরিচিত মুসলিম ঢুকে পড়লে তুই কি করবি মোদী শেটাই করচ্ছে!,0,0,1,0,0,0
সামনের জন ব্রেক দিতেই পারে অন্যের উপরে ভরসা না করে নিজের ওভার কনফিডেন্স ছেড়ে দিন ।,0,0,0,0,1,0
"মহামান্য আদালত, আপনি আইন করে এখন প্রফেশনে থাকা যাদের লেখা খারাপ তাদের লেখা কোনোদিনই ঠিক করতে পারবেন না... বরং যেটা পারবেন তা হলো, আজকের পর থেকে যেন স্কুল কলেজ বা ইউনিভার্সিটি থেকে খারাপ হাতের লেখা নিয়ে কেউ বের না হয়, সেটা ঠিক করতে",0,0,0,0,0,0
তোর আরো জুতা দেখা দরকার,0,0,0,1,0,0
গল্পটা সত্যি অসাধারন তার উপরে আবার বস আছে,0,0,0,0,0,0
সরকার এই কারনে প্রিয়া হত্যাকাণ্ডের বিরুদ্ধে ব্যবস্থা নিচ্ছে বলেছে । তবে সরকারের দাবী হবে তার পাবলিক প্লেসে গিয়ে প্রিয়াসাহাকে ত্যাগ করতে দেওয়া । এ কর্মসূচি অনির্দিষ্টকালের...,0,0,0,1,0,0
আমাদের দেশে কিছু রেন্ডিয়ান বেজন্মা আছে। যাদের জন্ম মালাউন গরুর মুত খোর নরেনদ্র মোদির কনডম দুর্ঘটনার মাধ্যমে এদের রেন্ডিয়ার জন্য দরদ উথলে পরে।,0,1,0,0,0,0
জুতা মার ঔ মাগির কপালে,1,0,0,1,0,1
কেন? রানু মন্ডল আপনার বাল ছিরছে,1,0,0,0,0,1
এই নাটকের সবচেয়ে ভালো দিক টা হলো নামাজ নিয়ে মেসেজ দেয়াটা ধন্যবাদ পরিচালক,0,0,0,0,0,0
"এলাকা দিয়ে হাঁটত, পুরো এলাকা চুপ",0,0,0,0,0,0
জের লেংটা ভিডিও বের হয় আর আপনার মুখে ইসলাম? ইফতারি শেষ হইলেই ঝাপায় পরবে সব।,1,0,1,0,0,1
ভারত চক্রান্তে বাংলা এবং পাকিস্তান ভাগ হয়েছে এটা সত্য,0,1,0,0,0,0
অসাধারণ অপূর্ব এবং এই নাটকে তিশা তার সেরা অভিনয় উপহার দিছে এখন পর্যন্ত,0,0,0,0,0,0
আগে অনেক বড় ভক্ত ছিলাম এখন আর ভক্ত তো দূরের কথা ওর চেহারাই আমি দেখুম না আনলাইক এন্ড ফ্রেন্ডস পারলে রিপোর্ট করেন এই পেইজটা কে।,0,0,0,1,0,0
এই নাটকের পোশাক গুলো ছিলো অসাধারণ,0,0,0,0,0,0
"এই জেনারেশানের আপনি-আমি ভুইত্তামারা ব্যাডারা যদি এই দাগটা মুছতে না পারি, আর কেউই পারবে না",0,0,0,0,0,0
সত্যিই দুর্দান্ত দুর্দান্ত উভয় অংশ আমি একজন ভারতীয় তবে আমি বাংলাদেশী নাটক পছন্দ করি বিশেষভাবে জিয়াউল ফারুক অপূর্ব স্যার এর আমি আপনাকে স্যার ভালবাসি,0,0,0,0,0,0
দেশটা রাজাকারে ভরতি হয়ে গেল রে আফসোস।,0,1,0,0,0,0
কত গুলো ছাগল আছে সব সময় বলে ভারত পাকিস্তান লাগে না কেনো আরে ছাগল যুদ্ধ লাগে তাহলে কি তুই নিরাপদে থাকবি। আমার মনে হয় ভাই ব্রাদার বিদেশে থাকে বাড়ীতে কোন কাজ করে না বিদেশি ভাইয়ের কষ্ট উপাজ্জন করা টাকা দু মুঠে ব্যায় করছে।,0,1,0,0,0,0
আরফান নিশো তানজিন তিশা জুটিটা অনেক সুন্দর,0,0,0,0,0,0
আরিফের বিচি একটা হলেও গার্লফ্রেন্ড দুইটা,1,0,0,0,0,1
ভারত একটা বাস্টার্ড এর দেশ এইডস নং বাস্টার্ড যাদের রেপ হল প্রধান জাতিয় কাজ।তাই তারা রেন্ডিই,1,0,1,0,0,1
ভাইয়া নাটক টা ঈদ ইস্পেশার হলে ভাল হতো 😊😊😊😊😊,0,0,0,0,0,0
নাটক টার নাম জীবন ভ্রমন হলে বেশি মানানসই হতো,0,0,0,0,0,0
"সেই ওয়ার্ডের থানার ওয়ালে লেখা থাকবে, “এখানে ঘুষ দেয়া নিষেধ” ...কাজ না হলে এই নম্বরে অভিযোগ করুণ",0,0,0,0,0,0
"মমতার পিছনে দিতে পারলে বাশ,বড় করে আওয়াজ হত টাশ টাশ",1,0,0,0,1,1
ওগুলো পাকিস্তান ও বাংলাদেশে পাঠিয়ে দিলেই তো পারে।।এই দুই দেশিরা ভারতীয় রুপি পেলে যেন হাতে চাঁদ পেয়েছে এরকম ভাবে এবং খুশিতে নাচে।।তাই এই বিলিয়ন রুপি বাংলাদেশ ও পাকিস্তানিদের ভাগ করে দেওয়া হোক।।,0,1,0,0,0,0
বেটার হয় ফেসবুকে হুগা মাইরা দেই,1,0,0,0,0,0
"ঝসড়ার সময় বাঙালির বিখ্যাত ডায়লগ, তুই আমারে চিনস/তুই জানস আমি কে?",0,0,0,1,1,0
"আর আজ, আমরা ভাবতে বসি কমডে... তাও হাতে থাকে মোবাইল",0,0,0,0,0,0
শাহানাজ খুশির পুরো পরিবার এই নাটকে আছেমেজ ভাই যিনি ওনি শাহানাজ খুশির স্বামীআর যে দুইজন ভাইয়ের ছেলে ওরা তার নিজের জমজ ছেলে তারা বাস্তবে খুব সুখী পরিবার,0,0,0,0,0,0
খুব সুন্দর নাটক টা আমার খুব ভাল লাগে এই নিয়ে পাঁচ বার দেখলাম,0,0,0,0,0,0
আসলে অসাধারণ একটি উপহার দিয়েছে নাটক,0,0,0,0,0,0
সবাইকে ঈদের শুভেচ্ছা নাটক অনেক ভালো লাগছে,0,0,0,0,0,0
"সারাদিন রোজা রাইখা হাগু কষা।
পাদ আটকাইয়া রাখছিলাম তোর মুখে মারার লাগি খা*কির পোলা। 
হাগু তের মুখে দিব টুপি খুলবি নাকি এমনিই দিব?
আবার ইংলিশ দুচাও ক্রে?",1,0,0,0,0,1
ভাইয়ের নাম্বার যদি পাইতাম আমি অনেক খুশি হতাম,0,0,0,0,0,0
নিশো ভাই ছাড়া নাটক দেখিনা আমার প্রিয় অভিনেতা নিশো ভাই,0,0,0,0,0,0
"আজ সবাই লাইনের মারে চুদেন, এই ধইঞ্চার
পুতেরে ক্রমাগত গালির সহিত বনচটকানা
একসাথে প্রদান করেন।",1,0,0,0,0,1
খুব সুন্দর একটা গল্পকাজল আরফিন অমি কে ধন্যবাদ,0,0,0,0,0,0
বাংলাদেশ ক্রিকেট টিম এখন একটা হাসির পাত্র হয়ে গেছে।কাউকে দিয়ে কোন বিশ্বাস নাই।ভারতের সাথে বলে রান করতে পারেনি বাংলাদেশ ইংল্যান্ডের সাথে উইকেট থাকতে রান করতে পারেনি বাংলাদেশগত টেস্ট ম্যাচে রানে উইকেট ছিল আর রানে অল আউটআর আজকে আর তামিম যাওয়ার পর কতটা দুর্বলচেতা প্লেয়ার আছে বাংলাদেশে ভাবা যায়টিম সিলেকশন নিয়ে কারও কোন মাথা ব্যাথা নাই।যেন তেন ভাবে জন নিলেই হয়ে গেল। আজ শুভাগত রে নেওয়া হইছে।এই ইডিয়ট টা কবে ভালো খেলছে আমার জানা নাই।মেহেদি হাসান নাকি সে,0,1,0,0,0,0
মিজানুর রহমান আরিয়ান বরাবরের মতোই বেস্ট আর আরফান নিশোর কথা কি বলবোকিছু বললেও কম হয়ে যাবে,0,0,0,0,0,0
ফাকিস্তান থেকে আগত জঙ্গি স্বাধীনতা কামী কেমনে হয়? ফাকিস্তান জঙ্গি তৈরির কারখানা। কয়েক দিন আগে তাদের জেল থেকে জঙ্গি মুক্তি দিয়ে ভারতের বিরুদ্ধ লেলিয়ে দিয়েছে।যখন মোদি টাকা ব্যন করল তখন তারা চুপ হয়ে গেছে এখন জঙ্গি দের হাতে নতুন নোট আসল আবার জঙ্গি চাজ্ঞা হা কি স্বাধীনতা কামি রে।,0,1,0,0,0,0
প্রতিবারই সব ঝড় ভারতের উপর দিয়ে গিয়ে বাংলাদেশে আছড়ে পড়ে যা ক্ষতি হবার যা মরার বাংলাদেশিদেরঈ হয় আল্লার গাজব,0,1,0,0,0,0
মাগিটারে সাকিব খান কাজের মেয়ে হিসেবে রাখাবে না।,1,0,0,0,0,1
সাফাকে অাইনের আওতা আনতে হবে।,0,0,0,1,0,0
"ঠেকা পরাতে এখন তবজি লইয়া জিকির চুদাও..... উড়া ভালো সব কিছু নিয়ে উড়লে জুতা পেটা তখন ফরজ হয়ে যায়।যেমনটা তোমার জন্য এখন ফরজ, ভুলে কখনো সামনে পরলে জুতাটা খুলে তোকে দেখাতাম....জুতা মেরে গুরু দান দেখানো পোস্ট তাইনা",1,0,0,0,0,1
আসলেই সিরিয়াস সমস্যা... মাছি না উড়লে ভাবি ফর্মালিন দেয়া আছে... উড়লে  ভাবি হাইজেনিক তো?,0,0,0,0,0,0
নাস্তিকরা নিজেকে অনেক বড় মাপের বিশ্লেষক ভাবে। তারা কখনোই পূর্ণ আয়াতের অনুবাদ করে না। আংশিক কিছু আয়াতের ব্যাখ্যা করে অযৌক্তিক সমালোচনা করে। আর প্রত্যেকবারই নিজেকে  মূর্খ বলে পরিচয় দেয়।,0,0,1,0,0,0
নাটকটা দেখার মাঝখানেই ভেবেছিলাম যে এরকম কিছু কাহিনী শেষে থাকবে সুপার আই লাভ আরফিন নিশু প্লাস তানজিন তিশা সুপার জুটি,0,0,0,0,0,0
আজ থেকে ওর নাটক সকলের বয়কট করতে হবে,0,0,0,1,0,0
"আমি বলতে থাকলাম; জানেন, আমি না মাঝে মাঝে কোন নতুন এলাকায় গেলে, ১৯ নম্বর রোডের ৭১ নম্বর বাড়িটা খুঁজি",0,0,0,0,0,0
এই ঈদে প্রথম নাটক দেখলাম এইটা ভাবতে পারিনি নাটকটা এতটা সুন্দর হবে,0,0,0,0,0,0
ভারত গরুর দেশ গিয়ে লাভ নাই,0,1,0,0,0,0
আফরান নিশোর নামাজ পড়ার প্রতি আগ্রহটা সত্যিই খুব ভালো লাগে,0,0,0,0,0,0
ভিসিআর দেখি না কতো দিন…সোবানবাগে ফিল্মফেয়ার নামের এক স্টুডিও থেকে ক্যাসেট ভাড়া নেয়াটা ছিলো তখন বনেদী ব্যাপার স্যাপার,0,0,0,0,0,0
কয়েকদিন আগে অফিস যাওয়ার পথে পাশের বাসার ইকবাল চাচা ম্যানহলে পড়ে গেল,0,0,0,0,0,0
"আমি বললাম, ‘দেন’",0,0,0,0,0,0
অনেক ভাল হয়েছে অনেক দিন ধরে অপেক্ষা করছিলাম,0,0,0,0,0,0
তোমার লেখা নাটক এতোটা ভালো হবে ভাবতেও পারিনি শেষটা অসাধারণ ছিলো এগিয়ে যাও,0,0,0,0,0,0
একটা ভাল মানুষ ছেড়ে একটা নাস্তিক এর সাথে সম্পর্ক এটা আসলে ভালো হলো না।,0,0,1,0,0,0
এত চাই মাগি কত যে চাই,1,0,0,0,0,0
তুমি কমেন্টও পড়ো ? হাহাহা,0,0,0,0,1,0
অপূর্ব মিথিলা মানে হিট নাটক,0,0,0,0,0,0
মাইক্রোফোন দেখে আমি কোমায় । অকা বাই ।,0,0,0,0,1,0
রানুকে বাদ দিয়ে অন্য ভিডিও করুন,0,0,0,0,0,1
খানকি মাগি ও মাহি মাগী একটা পতিতা মাগি তাদের চরিত্র এতোটা খারাপ যা বলার মতো নয়,1,0,0,0,0,1
"নৌকা ভর্তি গুমের লাশ, কোন সাহসে ভোট চাস! ",0,0,0,1,0,0
এমনিতে আমার লজ্জা শরম একটু কম,0,0,0,0,1,0
চুতিয়া,1,0,0,0,0,0
বালো লাগা এবং ভালোবাসার নাটক মানেই অপুর্বর নাটক,0,0,0,0,0,0
আরফিন নিশো মেহজাবিন আপু তাদের নাটক দেখতে অনেক ভালো লাগে ধন্যবাদ এমন নাটক উপহার দেওয়ার জন্য সামনে আরো ভালো নাটক উপহার দিবেন আমাদের জন্য,0,0,0,0,0,0
বিয়েটা নিশুর সাথে হলে অনেক ভালো হতো নাটকটাতারপর ও অনেক ভালো হইছেসব থেকে বেশি ভালো লাগছে বন্ধুত্বের সম্পর্কটা,0,0,0,0,0,0
ভাল থাকুক ভালভাসার বন্ধুগুলো,0,0,0,0,0,0
আরে ভিকারী চুদা রা তোরা কী ভুলে গেলী জে তোদের সাধীনতা আমরা দীয়ে ছিলাম!,1,0,0,0,0,1
"মিডিয়ার ৯০% মানুষ ই নাস্তিক, চরিত্রহীন, ধর্মের অনুসারী হলে তো আর মিডিয়ায় কাজ করা যায় না,তুই পরকালের বিশ্বাস করিস না তোরে কেউ কিছুই বলবে কিন্তু তুই এটা লাইবে প্রচার করবি আর তোরে ৯০% মুসলমানের দেশে কেউ কিছু বলবে না ফাজলামী পাইছো,যেই হালার বেশ্যার দালালরা ছাফা কবিরের জন্য দরদী সব কটাকে জুতা পেটা করা উচিত",1,0,1,1,0,1
"ঐ ছাগলের বাচ্চা, কি নিয়া আইছিস? ",0,0,0,0,0,1
জান অথবা বাবু বললে আমি নিশ্চিত যে উনি এ রকমটা করতেন না ।,0,0,0,0,1,0
সত্যি বলতে কি অনেক ভালো লাগলো,0,0,0,0,0,0
ভাই না কি বোন আমি জানিনা তবু আপনাকে বলছি বুড়া না হলে আমি বলতাম তাইরে জারা ভাইরাল করেছে তারা তাইরে চুদা দেও তাহলে বুজত অহংকার করেল কি হই,1,0,0,0,0,1
তোর মাইয়ারে নিয়া আমি খেলমু। এই পিচে আয়। সালা মালাউন।,1,0,1,0,0,0
নাটকটা দেখে খুবই খুবই ভালো লাগলো আর বাস্তবে সমাজে বেয়াদব হওয়া খুবই প্রয়োজন তাই আজ থেকে আমি বেয়াদব হয়ে যাবো আর পরিচালকে অনেক ধন্যবাদ এমন একটা সচেতন মূলক নাটক দেওয়ার জন্য ভাল থাকবেন,0,0,0,0,0,0
অনেকদিন পরে কোনো নাটক এতো ভালো লাগলো,0,0,0,0,0,0
রাতের আধারে ভোট চুরি করা দল থেকে ভালো কিছু আশা করা যায় না।।,0,1,0,0,0,0
একটা রুম একটা খাট দুজন মানুষ এর সম্পূর্ণ জীবনকাহিনী আসলেই খুবই অসাধারণ ভাবে জীবনের বাস্তবরূপ তুলে ধরা হয়েছেএভাবেই এগিয়ে যাক বাংলা নাটক,0,0,0,0,0,0
আফরান নিশো ভাই মানেই ভিন্ন কিছু অসাধারণ গল্প আর সবার অসাধারণ অভিনয়ে আমার মতই আশা করছি সবাই মুগ্ধ হবে,0,0,0,0,0,0
গুন বলে শেষ করা যাবেনাএক কথায় অপূর্বের নাটক অপূর্বই হয়েছেঅনেক ভালো লেগেছে,0,0,0,0,0,0
রেন্ডিয়ার মতো বেস্যা কান্ট্রি। বাশ্বের আর কোথাও নাই। সারা দেশেই মাগীপাড়া। কুম্বমেলায় মেয়ে উরঙ্গ হয়ে গোসল করে,1,0,1,0,0,1
বুকের বা পাশে নাটক টা খুব মনে পড়ছে,0,0,0,0,0,0
চোদনা,1,0,0,0,0,1
"ডাস্টবিনেরও পাশে আমার কবর দিও ভাই, যেন সকাল-সন্ধ্যা কাঁউয়াদের কা-কা শুনতে পাই ",0,0,0,0,1,0
আপনি ইসলাম সমন্ধে বলুন আর পোদে দম থাকলে আসিফ মহিনউদ্দিনের নাস্তিক্য,0,0,1,0,0,0
"তোর ভাব দেইক্ষা মন্ডায় চাইতছে 
একটা রড় গরম কইরা ঠান্ডা অংশ তোর হোগার মধ্যে ডুকাই দেই
আর গরম অংশ বাইরে রাখি যাতে কেউ আর খুলতে না পারে 
মান্দার পুত",1,0,0,1,0,0
" নেতার কক্ষ তো নয়, যেন মদের দোকান ",0,0,0,0,1,0
কিছু বলার নাই এক কথায় অসাধারণ,0,0,0,0,0,0
